1392,0.14
1392,0.138
1392,0.14
1392,0.145
1392,0.145
1392,0.157
1392,0.144
1392,0.137
1392,0.139
1392,0.138
1392,0.24
1392,0.253
1392,0.242
1392,0.247
1392,0.192
1392,0.135
1392,0.139
1392,0.13
1392,0.135
1392,0.144
1392,0.141
1392,0.142
1392,0.144
1392,0.148
1392,0.146
1392,0.135
1392,0.136
1392,1.957
1392,0.136
1392,0.134
1392,0.15
1392,0.15
1392,0.147
1392,0.144
1392,0.131
1392,0.165
1392,0.207
1392,0.14
1392,0.139
1392,0.139
1392,0.14
1392,0.135
1392,0.149
1392,0.247
1392,0.55
1392,0.175
1392,0.256
1392,0.265
1951,0.295
1951,0.173
1951,0.309
1951,0.273
1951,0.24
1951,0.173
1951,0.079
1951,0.108
1951,0.056
1951,0.014
1951,0.014
1951,0.063
1951,0.196
1951,0.064
1951,0.019
1951,0.59
1951,1.234
1951,0.419
1951,0.585
1951,0.084
1951,0.143
1951,0.087
1951,0.179
1951,0.143
1951,0.165
1951,0.112
1951,0.014
1951,0.014
1951,0.041
1951,0.115
1951,0.069
1951,0.014
1951,0.014
1951,0.035
1951,0.116
1951,0.073
1951,0.014
1951,0.014
1951,0.014
1951,0.11
1951,0.198
1951,0.049
1951,0.014
1951,0.025
1951,1.691
1951,1.837
1951,0.133
1951,0.014
1491,0.019
1491,0.112
1491,0.018
1491,0.011
1491,0.111
1491,0.018
1491,0.013
1491,0.115
1491,0.012
1491,0.011
1491,0.099
1491,0.026
1491,0.011
1491,0.098
1491,0.021
1491,0.01
1491,0.092
1491,0.023
1491,0.01
1491,0.349
1491,0.68
1491,0.543
1491,0.164
1491,0.046
1491,0.069
1491,0.704
1491,0.042
1491,0.011
1491,0.084
1491,0.052
1491,0.011
1491,0.074
1491,0.16
1491,0.353
1491,0.137
1491,0.114
1491,1.755
1491,1.768
1491,0.338
1491,0.399
1491,0.318
1491,1.292
1491,1.009
1491,0.874
1491,0.656
1491,0.025
1491,0.059
1491,0.072
1194,0.399
1194,0.305
1194,0.28
1194,0.245
1194,0.389
1194,0.102
1194,0.139
1194,0.102
1194,0.167
1194,0.14
1194,0.135
1194,0.107
1194,0.138
1194,0.158
1194,0.145
1194,0.153
1194,0.23
1194,0.236
1194,1.633
1194,0.225
1194,0.099
1194,0.132
1194,0.141
1194,0.151
1194,0.097
1194,0.119
1194,0.091
1194,0.187
1194,0.086
1194,0.119
1194,0.091
1194,0.132
1194,0.145
1194,1.348
1194,2.255
1194,0.388
1194,0.234
1194,0.245
1194,0.188
1194,0.213
1194,0.277
1194,0.543
1194,0.2
1194,1.178
1194,0.543
1194,0.341
1194,0.258
1194,0.158
1804,0.096
1804,0.126
1804,0.086
1804,0.123
1804,0.1
1804,0.181
1804,0.178
1804,0.148
1804,0.108
1804,0.096
1804,0.087
1804,0.084
1804,0.092
1804,0.247
1804,0.641
1804,1.538
1804,1.461
1804,0.175
1804,0.371
1804,0.143
1804,0.23
1804,0.237
1804,0.46
1804,0.359
1804,0.187
1804,0.137
1804,0.258
1804,0.105
1804,0.148
1804,0.095
1804,0.112
1804,0.377
1804,0.542
1804,1.615
1804,2.609
1804,1.964
1804,1.824
1804,2.94
1804,0.744
1804,0.455
1804,0.621
1804,0.693
1804,1.446
1804,2.925
1804,0.952
1804,0.227
1804,0.214
1804,0.112
1048,0.148
1048,0.225
1048,0.2
1048,0.143
1048,0.2
1048,0.248
1048,0.16
1048,0.161
1048,0.234
1048,0.163
1048,0.19
1048,0.393
1048,0.113
1048,0.071
1048,0.081
1048,0.143
1048,0.071
1048,0.053
1048,0.165
1048,0.076
1048,0.057
1048,0.164
1048,0.069
1048,0.065
1048,0.136
1048,0.132
1048,0.073
1048,0.183
1048,0.371
1048,0.333
1048,1.253
1048,4.59
1048,5.246
1048,0.911
1048,1.006
1048,0.647
1048,0.563
1048,0.586
1048,0.675
1048,0.716
1048,0.659
1048,0.79
1048,1.126
1048,1.465
1048,1.58
1048,1.242
1048,0.58
1048,0.485
1802,0.225
1802,0.171
1802,0.044
1802,0.013
1802,0.069
1802,0.91
1802,0.514
1802,0.351
1802,0.243
1802,0.258
1802,0.284
1802,0.33
1802,0.048
1802,0.062
1802,0.187
1802,0.208
1802,0.568
1802,0.122
1802,0.068
1802,0.129
1802,1.387
1802,0.074
1802,0.013
1802,0.054
