1194;195;10;0.14
1194;195;11;0.135
1194;195;12;0.107
1194;195;13;0.138
1194;195;14;0.158
1194;195;15;0.145
1194;195;16;0.153
1194;195;17;0.23
1194;195;18;0.236
1194;195;19;1.633
1194;195;20;0.225
1194;195;21;0.099
1194;195;22;0.132
1194;195;23;0.141
1194;195;24;0.151
1194;195;25;0.097
1194;195;26;0.119
1194;195;27;0.091
1194;195;28;0.187
1194;195;29;0.086
1194;195;30;0.119
1194;195;31;0.091
1194;195;32;0.132
1194;195;33;0.145
1194;195;34;1.348
1194;195;35;2.255
1194;195;36;0.388
1194;195;37;0.234
1194;195;38;0.245
1194;195;39;0.188
1194;195;40;0.213
1194;195;41;0.277
1194;195;42;0.543
1194;195;43;0.2
1194;195;44;1.178
1194;195;45;0.543
1194;195;46;0.341
1194;195;47;0.258
1194;195;48;0.158
1804;195;1;0.096
1804;195;2;0.126
1804;195;3;0.086
1804;195;4;0.123
1804;195;5;0.1
1804;195;6;0.181
1804;195;7;0.178
1804;195;8;0.148
1804;195;9;0.108
1804;195;10;0.096
1804;195;11;0.087
1804;195;12;0.084
1804;195;13;0.092
1804;195;14;0.247
1804;195;15;0.641
1804;195;16;1.538
1804;195;17;1.461
1804;195;18;0.175
1804;195;19;0.371
1804;195;20;0.143
1804;195;21;0.23
1804;195;22;0.237
1804;195;23;0.46
1804;195;24;0.359
1804;195;25;0.187
1804;195;26;0.137
1804;195;27;0.258
1804;195;28;0.105
1804;195;29;0.148
1804;195;30;0.095
1804;195;31;0.112
1804;195;32;0.377
1804;195;33;0.542
1804;195;34;1.615
1804;195;35;2.609
1804;195;36;1.964
1804;195;37;1.824
1804;195;38;2.94
1804;195;39;0.744
1804;195;40;0.455
1804;195;41;0.621
1804;195;42;0.693
1804;195;43;1.446
1804;195;44;2.925
1804;195;45;0.952
1804;195;46;0.227
1804;195;47;0.214
1804;195;48;0.112
1048;195;1;0.148
1048;195;2;0.225
1048;195;3;0.2
1048;195;4;0.143
1048;195;5;0.2
1048;195;6;0.248
1048;195;7;0.16
1048;195;8;0.161
1048;195;9;0.234
1048;195;10;0.163
1048;195;11;0.19
1048;195;12;0.393
1048;195;13;0.113
1048;195;14;0.071
1048;195;15;0.081
1048;195;16;0.143
1048;195;17;0.071
1048;195;18;0.053
1048;195;19;0.165
1048;195;20;0.076
1048;195;21;0.057
1048;195;22;0.164
1048;195;23;0.069
1048;195;24;0.065
1048;195;25;0.136
1048;195;26;0.132
1048;195;27;0.073
1048;195;28;0.183
1048;195;29;0.371
1048;195;30;0.333
1048;195;31;1.253
1048;195;32;4.59
1048;195;33;5.246
1048;195;34;0.911
1048;195;35;1.006
1048;195;36;0.647
1048;195;37;0.563
1048;195;38;0.586
1048;195;39;0.675
1048;195;40;0.716
1048;195;41;0.659
1048;195;42;0.79
1048;195;43;1.126
1048;195;44;1.465
1048;195;45;1.58
1048;195;46;1.242
1048;195;47;0.58
1048;195;48;0.485
1802;195;8;0.225
1802;195;12;0.171
1802;195;9;0.044
1802;195;10;0.013
1802;195;11;0.069
1802;195;1;0.91
1802;195;2;0.514
1802;195;3;0.351
1802;195;4;0.243
1802;195;5;0.258
1802;195;6;0.284
1802;195;7;0.33
1802;195;46;0.048
1802;195;47;0.062
1802;195;48;0.187
1802;195;20;0.208
1802;195;21;0.568
1802;195;22;0.122
1802;195;23;0.068
1802;195;24;0.129
1802;195;25;1.387
1802;195;13;0.074
1802;195;14;0.013
1802;195;15;0.054
1802;195;16;3.771
1802;195;17;0.278
1802;195;18;0.159
1802;195;19;0.103
1802;195;33;0.512
1802;195;34;0.312
1802;195;35;0.392
1802;195;36;0.458
1802;195;37;1.824
1802;195;38;0.699
1802;195;26;0.078
1802;195;27;0.018
1802;195;28;0.085
1802;195;29;0.328
1802;195;30;0.292
1802;195;31;0.214
1802;195;32;0.267
1802;195;41;0.12
1802;195;42;0.083
1802;195;39;0.699
1802;195;40;0.153
1802;195;45;0.145
1802;195;43;0.077
1802;195;44;0.141
1287;195;46;0.862
1287;195;47;0.856
1287;195;48;1.091
1287;195;1;0.84
1287;195;2;0.986
1287;195;3;1.432
1287;195;4;1.576
1287;195;5;1.428
1287;195;6;1.268
1287;195;7;0.966
1287;195;8;1.22
1287;195;9;1.135
1287;195;10;0.905
1287;195;11;0.825
1287;195;12;0.792
1287;195;13;2.488
1287;195;14;1.779
1287;195;15;6.184
1287;195;16;2.45
1287;195;17;1.311
1287;195;18;1.533
1287;195;19;1.056
1287;195;20;0.78
1287;195;21;0.919
1287;195;22;1.102
1287;195;23;0.993
1287;195;24;1.631
1287;195;25;1.325
1287;195;26;1.228
1287;195;27;1.622
1287;195;28;1.446
1287;195;29;1.241
1287;195;30;1.268
1287;195;31;1.778
1287;195;32;1.727
1287;195;33;1.328
1287;195;34;1.92
1287;195;35;2.079
1287;195;36;1.175
1287;195;37;0.86
1287;195;38;1.129
1287;195;39;1.298
1287;195;40;1.677
1287;195;41;1.429
1287;195;42;1.299
1287;195;43;0.949
1287;195;44;1.098
1287;195;45;1.075
1529;195;1;0.407
1529;195;2;0.421
1529;195;3;0.281
1529;195;4;0.142
1529;195;5;0.208
1529;195;6;0.233
1529;195;7;0.079
1529;195;8;0.079
1529;195;9;0.163
1529;195;10;0.17
1529;195;11;0.079
1529;195;12;0.079
1529;195;13;0.152
1529;195;14;0.176
1529;195;15;0.078
1529;195;16;0.078
1529;195;17;0.183
1529;195;18;0.134
1529;195;19;0.077
1529;195;20;0.077
1529;195;21;0.428
1529;195;22;0.519
1529;195;23;0.339
1529;195;24;0.3
1529;195;25;0.329
1529;195;26;0.282
1529;195;27;0.45
1529;195;28;0.592
1529;195;29;0.75
1529;195;30;0.521
1529;195;31;0.784
1529;195;32;0.593
1529;195;33;0.575
1529;195;34;0.441
1529;195;35;0.676
1529;195;36;0.521
1529;195;37;0.471
1529;195;38;2.117
1529;195;39;0.453
1529;195;40;0.364
1529;195;41;0.484
1529;195;42;0.363
1529;195;43;0.445
1529;195;44;0.431
1529;195;45;0.529
1529;195;46;0.598
1529;195;47;0.559
1529;195;48;0.46
1463;195;1;0.138
1463;195;2;0.337
1463;195;3;0.223
1463;195;4;0.28
1463;195;5;0.159
1463;195;6;0.163
1463;195;7;0.195
1463;195;8;0.127
1463;195;9;0.3
1463;195;10;0.237
1463;195;11;0.287
1463;195;12;0.175
1463;195;13;0.157
1463;195;14;0.183
1463;195;15;0.135
1463;195;16;0.431
1463;195;17;0.482
1463;195;18;1.234
1463;195;19;1.083
1463;195;20;0.545
1463;195;21;0.262
1463;195;22;0.143
1463;195;23;0.228
1463;195;24;1.031
1463;195;25;0.421
1463;195;26;0.462
1463;195;27;0.256
1463;195;28;1.348
1463;195;29;1.008
1463;195;30;1.563
1463;195;31;0.696
1463;195;32;0.469
1463;195;33;0.424
1463;195;34;0.288
1463;195;35;0.989
1463;195;36;1.688
1463;195;37;0.482
1463;195;38;0.494
1463;195;39;0.569
1463;195;40;0.578
1463;195;41;0.53
1463;195;42;0.813
1463;195;43;0.368
1463;195;44;0.43
1463;195;45;0.366
1463;195;46;0.401
1463;195;47;0.352
1463;195;48;0.171
1860;195;1;0.156
1860;195;2;0.172
1860;195;3;0.22
1860;195;4;0.269
1860;195;5;0.194
1860;195;6;0.164
1860;195;7;0.157
1860;195;8;0.199
1860;195;9;0.132
1860;195;10;0.189
1860;195;11;0.175
1860;195;12;0.257
1860;195;13;0.202
1860;195;14;0.245
1860;195;15;0.16
1860;195;16;0.181
1860;195;17;0.181
1860;195;18;0.223
1860;195;19;0.16
1860;195;20;0.227
1860;195;21;0.251
1860;195;22;0.272
1860;195;23;0.205
1860;195;24;0.214
1860;195;25;0.174
1860;195;26;0.18
1860;195;27;0.158
1860;195;28;0.215
1860;195;29;0.171
1860;195;30;0.259
1860;195;31;0.242
1860;195;32;0.256
1860;195;33;0.21
1860;195;34;0.255
1860;195;35;0.181
1860;195;36;0.159
1860;195;37;1.097
1860;195;38;0.19
1860;195;39;0.141
1860;195;40;0.223
1860;195;41;0.25
1860;195;42;0.216
1860;195;43;0.212
1860;195;44;0.175
1860;195;45;0.178
1860;195;46;0.143
1860;195;47;0.179
1860;195;48;0.163
1922;195;23;0.893
1922;195;24;0.045
1922;195;25;0.056
1922;195;26;0.184
1922;195;27;0.125
1922;195;28;0.045
1922;195;29;0.045
1922;195;30;0.329
1922;195;31;4.242
1922;195;32;0.755
1922;195;33;1.285
1922;195;34;1.808
1922;195;35;1.413
1922;195;36;0.171
1922;195;37;1.112
1922;195;38;0.783
1922;195;39;1.819
1922;195;40;0.482
1922;195;41;0.141
1922;195;42;0.267
1922;195;43;0.291
1922;195;44;0.027
1922;195;45;0.027
1922;195;46;0.562
1922;195;47;0.581
1922;195;48;0.146
1922;195;1;0.085
1922;195;2;0.203
1922;195;3;0.134
1922;195;4;0.062
1922;195;5;0.062
1922;195;6;0.201
1922;195;7;0.14
1922;195;8;0.062
1922;195;9;0.066
1922;195;10;0.19
1922;195;11;0.155
1922;195;12;0.063
1922;195;13;0.062
1922;195;14;0.152
1922;195;15;1.016
1922;195;16;1.236
1922;195;17;1.43
1922;195;18;0.331
1922;195;19;0.246
1922;195;20;0.218
1922;195;21;0.446
1922;195;22;1.041
1334;195;35;0.209
1334;195;36;0.28
1334;195;34;0.241
1334;195;37;0.42
1334;195;38;0.427
1334;195;39;0.18
1334;195;40;0.581
1334;195;41;0.438
1334;195;42;0.285
1334;195;43;0.509
1334;195;44;0.532
1334;195;45;0.461
1334;195;46;0.281
1334;195;47;0.376
1334;195;48;0.628
1334;195;1;0.165
1334;195;2;0.23
1334;195;3;0.098
1334;195;4;0.306
1334;195;5;0.168
1334;195;6;0.258
1334;195;7;0.214
1334;195;8;0.122
1334;195;9;0.249
1334;195;10;0.137
1334;195;11;0.157
1334;195;12;0.235
1334;195;13;0.097
1334;195;14;0.351
1334;195;15;0.153
1334;195;16;0.254
1334;195;17;0.191
1334;195;18;0.14
1334;195;19;0.262
1334;195;20;0.131
1334;195;21;0.779
1334;195;22;0.528
1334;195;23;0.39
1334;195;24;0.542
1334;195;25;0.544
1334;195;26;0.372
1334;195;27;0.409
1334;195;28;0.384
1334;195;29;0.251
1334;195;30;0.39
1334;195;31;0.334
1334;195;32;0.202
1334;195;33;0.709
1604;195;8;0.175
1604;195;9;0.17
1604;195;1;0.429
1604;195;2;0.149
1604;195;3;0.249
1604;195;4;0.151
1604;195;5;0.173
1604;195;6;0.148
1604;195;7;0.223
1604;195;46;1.778
1604;195;47;1.039
1604;195;48;0.407
1604;195;10;0.152
1604;195;11;0.179
1604;195;12;0.22
1604;195;13;0.142
1604;195;14;0.217
1604;195;15;5.076
1604;195;16;1.167
1604;195;17;0.232
1604;195;18;1.053
1604;195;19;1.167
1604;195;20;1.211
1604;195;21;0.315
1604;195;22;0.183
1604;195;23;0.161
1604;195;24;0.234
1604;195;25;0.308
1604;195;26;0.312
1604;195;27;0.518
1604;195;28;1.353
1604;195;29;0.637
1604;195;30;1.26
1604;195;31;0.957
1604;195;32;0.942
1604;195;33;1.083
1604;195;34;7.26
1604;195;35;3.868
1604;195;36;3.607
1604;195;37;1.428
1604;195;38;1.773
1604;195;39;0.827
1604;195;40;0.287
1604;195;41;0.269
1604;195;42;0.24
1604;195;43;0.296
1604;195;44;1.854
1604;195;45;1.818
1042;195;1;0.477
1042;195;2;0.481
1042;195;3;0.264
1042;195;4;0.194
1042;195;5;0.147
1042;195;6;0.086
1042;195;7;0.044
1042;195;8;0.081
1042;195;9;0.086
1042;195;10;0.047
1042;195;11;0.075
1042;195;12;0.085
1042;195;13;0.044
1042;195;14;0.076
1042;195;15;0.084
1042;195;16;0.037
1042;195;17;0.083
1042;195;18;0.077
1042;195;19;0.116
1042;195;20;0.175
1042;195;21;0.113
1042;195;22;0.047
1042;195;23;0.417
1042;195;24;0.14
1042;195;25;2.194
1042;195;26;1.75
1042;195;27;2.518
1042;195;28;3.068
1042;195;29;3.134
1042;195;30;3.148
1042;195;31;1.615
1042;195;32;1.366
1042;195;33;1.256
1042;195;34;0.316
1042;195;35;0.281
1042;195;36;0.712
1042;195;37;1.399
1042;195;38;2.208
1042;195;39;2.44
1042;195;40;3.709
1042;195;41;3.504
1042;195;42;3.096
1042;195;43;1.223
1042;195;44;1.006
1042;195;45;0.562
1042;195;46;0.995
1042;195;47;1.14
1042;195;48;0.573
1494;195;46;0.702
1494;195;47;0.531
1494;195;48;0.218
1494;195;30;1.696
1494;195;31;0.826
1494;195;32;0.147
1494;195;33;0.097
1494;195;34;0.865
1494;195;1;0.252
1494;195;2;0.213
1494;195;3;0.131
1494;195;4;0.175
1494;195;5;0.245
1494;195;6;0.17
1494;195;7;0.152
1494;195;8;0.22
1494;195;9;0.196
1494;195;10;0.128
1494;195;11;0.201
1494;195;12;0.201
1494;195;13;0.16
1494;195;14;0.171
1494;195;15;0.174
1494;195;16;0.192
1494;195;17;0.661
1494;195;18;0.897
1494;195;19;0.606
1494;195;20;1.846
1494;195;21;1.357
1494;195;22;1.24
1494;195;23;0.218
1494;195;24;0.297
1494;195;25;0.275
1494;195;26;1.746
1494;195;27;1.124
1494;195;28;0.652
1494;195;29;0.897
1494;195;43;2.532
1494;195;44;0.632
1494;195;45;0.742
1494;195;37;4.852
1494;195;38;1.038
1494;195;35;3.871
1494;195;36;3.891
1494;195;41;1.993
1494;195;42;1.964
1494;195;39;1.059
1494;195;40;1.147
1078;195;1;0.135
1078;195;2;0.067
1078;195;3;0.118
1078;195;4;0.081
1078;195;5;0.106
1078;195;6;0.1
1078;195;7;0.094
1078;195;8;0.115
1078;195;9;0.078
1078;195;10;0.122
1078;195;11;0.065
1078;195;12;0.131
1078;195;13;0.318
1078;195;14;0.186
1078;195;15;1.624
1078;195;16;0.233
1078;195;17;0.22
1078;195;18;0.092
1078;195;19;0.173
1078;195;20;0.242
1078;195;21;0.208
1078;195;22;0.419
1078;195;23;0.935
1078;195;24;0.553
1078;195;25;0.298
1078;195;26;0.154
1078;195;27;0.271
1078;195;28;0.177
1078;195;29;0.045
1078;195;30;0.574
1078;195;31;0.372
1078;195;32;0.212
1078;195;33;0.143
1078;195;34;0.292
1078;195;35;0.15
1078;195;36;0.064
1078;195;37;0.136
1078;195;38;0.152
1078;195;39;0.089
1078;195;40;0.106
1078;195;41;0.154
1078;195;42;0.083
1078;195;43;0.121
1078;195;44;0.153
1078;195;45;0.05
1078;195;46;0.17
1078;195;47;0.134
1078;195;48;0.076
1984;195;1;0.256
1984;195;2;0.271
1984;195;3;0.327
1984;195;4;0.219
1984;195;5;0.162
1984;195;6;0.157
1984;195;7;0.043
1984;195;8;0.152
1984;195;9;0.078
1984;195;10;0.071
1984;195;11;0.163
1984;195;12;0.043
1984;195;13;0.114
1984;195;14;0.125
1984;195;15;0.043
1984;195;16;0.149
1984;195;17;1.638
1984;195;18;0.05
1984;195;19;0.808
1984;195;20;0.079
1984;195;21;0.07
1984;195;22;0.157
1984;195;23;0.518
1984;195;24;1.719
1984;195;25;2.406
1984;195;26;1.724
1984;195;27;0.231
1984;195;28;0.578
1984;195;29;0.241
1984;195;30;0.105
1984;195;31;0.17
1984;195;32;0.149
1984;195;33;0.128
1984;195;34;0.661
1984;195;35;0.955
1984;195;36;0.474
1984;195;37;0.329
1984;195;38;0.309
1984;195;39;0.423
1984;195;40;0.427
1984;195;41;0.167
1984;195;42;0.279
1984;195;43;0.255
1984;195;44;0.16
1984;195;45;0.357
1984;195;46;0.455
1984;195;47;0.396
1984;195;48;0.452
1083;195;1;0.634
1083;195;2;0.595
1083;195;3;0.411
1083;195;4;0.321
1083;195;5;0.143
1083;195;6;0.167
1083;195;7;0.159
1083;195;8;0.119
1083;195;9;0.293
1083;195;10;0.2
1083;195;11;0.218
1083;195;12;0.177
1083;195;13;0.168
1083;195;14;0.158
1083;195;15;0.147
1083;195;16;0.108
1083;195;17;0.184
1083;195;18;0.161
1083;195;19;0.106
1083;195;20;0.137
1083;195;21;0.176
1083;195;22;0.127
1083;195;23;0.124
1083;195;24;0.158
1083;195;25;0.127
1083;195;26;0.148
1083;195;27;0.156
1083;195;28;0.305
1083;195;29;0.274
1083;195;30;0.354
1083;195;31;0.294
1083;195;32;0.263
1083;195;33;0.149
1083;195;34;0.173
1083;195;35;0.148
1083;195;36;0.355
1083;195;37;2.053
1083;195;38;0.565
1083;195;39;1.45
1083;195;40;0.184
1083;195;41;0.199
1083;195;42;0.399
1083;195;43;2.218
1083;195;44;0.624
1083;195;45;0.936
1083;195;46;1.042
1083;195;47;0.392
1083;195;48;0.392
1978;195;1;0.817
1978;195;2;0.855
1978;195;3;0.823
1978;195;4;0.827
1978;195;5;0.816
1978;195;6;0.816
1978;195;7;0.842
1978;195;8;0.833
1978;195;9;0.808
1978;195;10;0.804
1978;195;11;0.798
1978;195;12;0.796
1978;195;13;0.8
1978;195;14;0.834
1978;195;15;0.797
1978;195;16;0.805
1978;195;17;0.799
1978;195;18;0.792
1978;195;19;0.792
1978;195;20;0.839
1978;195;21;0.794
1978;195;22;0.793
1978;195;23;0.802
1978;195;24;0.797
1978;195;25;0.835
1978;195;26;0.929
1978;195;27;0.814
1978;195;28;0.793
1978;195;29;0.829
1978;195;30;0.908
1978;195;31;0.898
1978;195;32;0.937
1978;195;33;0.898
1978;195;34;0.897
1978;195;35;0.902
1978;195;36;0.913
1978;195;37;0.934
1978;195;38;0.917
1978;195;39;0.901
1978;195;40;0.902
1978;195;41;0.91
1978;195;42;0.943
1978;195;43;0.97
1978;195;44;0.929
1978;195;45;0.928
1978;195;46;0.927
1978;195;47;0.936
1978;195;48;0.964
1481;195;1;3.325
1481;195;2;3.031
1481;195;3;0.427
1481;195;4;0.424
1481;195;5;0.338
1481;195;6;0.262
1481;195;7;0.26
1481;195;8;0.238
1481;195;9;0.25
1481;195;10;0.259
1481;195;11;0.243
1481;195;12;0.232
1481;195;13;0.256
1481;195;14;0.245
1481;195;15;0.236
1481;195;16;0.261
1481;195;17;0.205
1481;195;18;0.218
1481;195;19;0.119
1481;195;20;0.094
1481;195;21;0.154
1481;195;22;0.863
1481;195;23;0.124
1481;195;24;0.042
1481;195;25;0.114
1481;195;26;0.123
1481;195;27;0.089
1481;195;28;0.135
1481;195;29;0.039
1481;195;30;0.041
1481;195;31;0.067
1481;195;32;0.021
1481;195;33;0.058
1481;195;34;0.058
1481;195;35;0.036
1481;195;36;0.056
1481;195;37;0.045
1481;195;38;0.098
1481;195;39;0.126
1481;195;40;0.115
1481;195;41;0.046
1481;195;42;0.058
1481;195;43;0.02
1481;195;44;0.059
1481;195;45;0.053
1481;195;46;0.429
1481;195;47;0.459
1481;195;48;0.444
1524;195;21;0.629
1524;195;22;1.42
1524;195;23;1.724
1524;195;24;3.512
1524;195;25;2.908
1524;195;26;1.88
1524;195;27;0.313
1524;195;28;1.231
1524;195;29;5.248
1524;195;30;4.377
1524;195;31;2.598
1524;195;32;1.795
1524;195;33;0.059
1524;195;34;0.049
1524;195;35;0
1524;195;36;0.046
1524;195;37;0.04
1524;195;38;0.005
1524;195;39;0.045
1524;195;40;0.029
1524;195;41;0.016
1524;195;42;0.044
1524;195;43;0.015
1524;195;44;0.029
1524;195;45;0.043
1524;195;46;0
1524;195;47;0.042
1524;195;48;0.033
1524;195;1;0.014
1524;195;2;0.027
1524;195;3;0.04
1524;195;4;0
1524;195;5;0.04
1524;195;6;0.032
1524;195;7;0.008
1524;195;8;0.04
1524;195;9;0.009
1524;195;10;0.03
1524;195;11;0.039
1524;195;12;0
1524;195;13;0.039
1524;195;14;0.015
1524;195;15;0.024
1524;195;16;0.039
1524;195;17;0
1524;195;18;0.415
1524;195;19;0.898
1524;195;20;0.571
1637;195;22;3.654
1637;195;25;3.7
1637;195;26;3.702
1637;195;23;3.464
1637;195;24;3.588
1637;195;1;0.048
1637;195;2;0.122
1637;195;3;0.12
1637;195;4;0.049
1637;195;5;0.15
1637;195;6;0.095
1637;195;7;0.055
1637;195;8;0.158
1637;195;9;0.048
1637;195;10;0.11
1637;195;11;0.132
1637;195;12;0.049
1637;195;13;0.134
1637;195;14;0.111
1637;195;15;0.048
1637;195;16;0.158
1637;195;17;1.054
1637;195;18;0.189
1637;195;19;0.275
1637;195;20;0.196
1637;195;21;3.04
1637;195;27;3.76
1637;195;28;4.177
1637;195;29;3.808
1637;195;30;4.905
1637;195;31;4.639
1637;195;32;4.459
1637;195;33;3.294
1637;195;34;2.161
1637;195;35;2.362
1637;195;36;3.214
1637;195;37;3.206
1637;195;38;3.236
1637;195;39;3.195
1637;195;40;3.249
1637;195;41;3.234
1637;195;42;0.077
1637;195;43;0.149
1637;195;44;0.047
1637;195;45;0.131
1637;195;46;0.115
1637;195;47;0.047
1637;195;48;0.16
1783;195;9;0.183
1783;195;12;0.083
1783;195;13;0.181
1783;195;10;0.207
1783;195;11;0.149
1783;195;1;0.109
1783;195;2;0.136
1783;195;3;0.162
1783;195;4;0.988
1783;195;5;0.577
1783;195;6;0.305
1783;195;7;0.144
1783;195;8;0.207
1783;195;46;0.329
1783;195;47;0.33
1783;195;48;0.185
1783;195;21;1.082
1783;195;22;2.459
1783;195;23;0.25
1783;195;24;0.223
1783;195;25;0.097
1783;195;26;0.167
1783;195;14;0.176
1783;195;15;0.215
1783;195;16;0.144
1783;195;17;0.089
1783;195;18;0.181
1783;195;19;1.968
1783;195;20;1.902
1783;195;34;0.155
1783;195;35;0.168
1783;195;36;0.163
1783;195;37;1.34
1783;195;38;2.091
1783;195;39;0.85
1783;195;27;0.165
1783;195;28;0.254
1783;195;29;0.243
1783;195;30;0.161
1783;195;31;0.161
1783;195;32;0.163
1783;195;33;0.239
1783;195;42;0.455
1783;195;43;1.07
1783;195;40;0.262
1783;195;41;0.28
1783;195;44;0.537
1783;195;45;0.446
1539;195;1;0.156
1539;195;2;0.145
1539;195;3;0.145
1539;195;4;0.155
1539;195;5;0.131
1539;195;6;0.88
1539;195;7;0.19
1539;195;8;0.171
1539;195;9;0.154
1539;195;10;0.101
1539;195;11;0.126
1539;195;12;0.134
1539;195;13;0.158
1539;195;14;0.129
1539;195;15;0.159
1539;195;16;0.129
1539;195;17;0.172
1539;195;18;2.519
1539;195;19;4.032
1539;195;20;1.381
1539;195;21;0.118
1539;195;22;0.735
1539;195;23;1.478
1539;195;24;0.263
1539;195;25;0.116
1539;195;26;0.153
1539;195;27;0.39
1539;195;28;0.121
1539;195;29;0.133
1539;195;30;0.276
1539;195;31;0.11
1539;195;32;0.134
1539;195;33;0.116
1539;195;34;0.126
1539;195;35;0.397
1539;195;36;0.109
1539;195;37;0.133
1539;195;38;0.309
1539;195;39;0.195
1539;195;40;2.214
1539;195;41;4.747
1539;195;42;4.911
1539;195;43;2.865
1539;195;44;0.819
1539;195;45;0.132
1539;195;46;0.09
1539;195;47;0.422
1539;195;48;0.155
1777;195;1;0.136
1777;195;2;0.088
1777;195;3;0.199
1777;195;4;0.185
1777;195;5;0.088
1777;195;6;0.111
1777;195;7;0.249
1777;195;8;0.101
1777;195;9;0.087
1777;195;10;0.184
1777;195;11;0.186
1777;195;12;0.088
1777;195;13;0.088
1777;195;14;0.807
1777;195;15;0.297
1777;195;16;0.183
1777;195;17;0.206
1777;195;18;0.341
1777;195;19;0.184
1777;195;20;0.353
1777;195;21;0.735
1777;195;22;1.402
1777;195;23;0.782
1777;195;24;1.972
1777;195;25;1.668
1777;195;26;0.338
1777;195;27;0.338
1777;195;28;0.652
1777;195;29;0.297
1777;195;30;0.212
1777;195;31;0.272
1777;195;32;0.474
1777;195;33;0.513
1777;195;34;0.216
1777;195;35;0.358
1777;195;36;0.822
1777;195;37;0.467
1777;195;38;0.828
1777;195;39;2.497
1777;195;40;1.459
1777;195;41;0.24
1777;195;42;0.382
1777;195;43;0.341
1777;195;44;0.242
1777;195;45;0.249
1777;195;46;0.713
1777;195;47;0.575
1777;195;48;0.433
1518;195;15;0.511
1518;195;16;0.537
1518;195;17;0.594
1518;195;18;2.418
1518;195;19;5.682
1518;195;20;5.024
1518;195;21;3.97
1518;195;22;4.449
1518;195;14;0.588
1518;195;28;3.441
1518;195;29;3.715
1518;195;30;2.879
1518;195;31;2.508
1518;195;32;2.453
1518;195;33;5.127
1518;195;34;3.683
1518;195;35;3.002
1518;195;23;3.636
1518;195;24;3.194
1518;195;25;2.593
1518;195;26;3.063
1518;195;27;2.398
1518;195;1;0.659
1518;195;2;0.703
1518;195;3;0.631
